FACILITY,PRODUCT,PRODUCT_DESCRIPTION,PRODGROUP1,PRODGROUP2,PRODGROUP3,LEN
A48,T38RXKPV   C 4N RKN6B,RKLS81_C0_RXK_31B,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKRV   C 4N RKN6B,RKLS81_C0_RXK_31B,HDMX,8PROCKETMB,RKLS81,21
A48,H68AGLBV   C 6N RKSBB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV   C 4N RKQXB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV   C 4N RKSDB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,T34RXKPV   B 4N QWDJA,RKLS81_B0_NSB_TATLOW_30Y,HDMX,8PROCKETMB,RKLS81,21
A48,H68AGLFV   C 6N RKUGB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV   C 6N RKSCB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,T34RXKRV   B 4N QWDGA,RKLS81_B0_NSB_TATLOW_30Y,HDMX,8PROCKETMB,RKLS81,21
A48,H68AGLMV   C 4N RKQXB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV   C 4N RKUGB,TGRUP3_C0_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H64ABLMV   Q BF QY4ZB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV   Q 4N QY4WB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV   Q 6N QY4WB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV   Q BF QY4VB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H68AGLBV   C 4T RKSDB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H64ABLSV   Q 4N QY4TB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV   Q BF QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV   Q BF QY4ZB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H68AGLFV   C 4T RKQXB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV   C 4T RKSDB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV   C 4T RKUGB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV   C 4T RKSDB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV   C 4T RKSCB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV   C 4T RKUGB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV   C 4T RKSHB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV   C 4T RKSKB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV   C 4T RKQXB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV   C 4T RKSCB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV   C 4T RKSFB,TGRUP3_C0_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H64ABLLV   Q 4N QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV   Q BF QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,T38RXKMV   B 4N RKNFB,RKLS81_B0_30Y_PRQ_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKSV   B 4N RKNXB,RKLS81_B0_30Y_PRQ_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKSV   B 4N RKP0B,RKLS81_B0_30Y_PRQ_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,H64ABLAV   Q 4N QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV   Q 4N QY4WB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV   Q 6N QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV   Q 6N QY4WB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV   Q BF QY4TB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV   Q BF QY4ZB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV   Q 4N QY4TB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,T38RXKMV   C 6N RKN6B,RKLS81_C0_31D_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 6N RKN8B,RKLS81_C0_31D_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 6N RKNFB,RKLS81_C0_31D_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 6N RKNKB,RKLS81_C0_31D_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,H64ABLLV   Q 6N QY4UB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV   Q 6N QY4XB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV   Q BF QY4WB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV   Q BF QY4XB,ADLP282,HDMX,8PALDERLKMB,ADLP282,21
A48,H68AGLMV A C 4T RKQYB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 4T RKSFB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 4T RKUGB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 4T RKSBB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68VXLBV D B 4T RKUFW,TGLUP3_B4_NSB,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68AGLNV A C 4T RKSFB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV A C 4T RKQYB,TGRUP3_C1_HVM_1FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,T38TXKNV   C 4N RKN1B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKNV   C 4N RKN4B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKNV   C 4N RKN5B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKNV   C 4N RKN8B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKPV   C 4N RKN2B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKPV   C 4N RKN3B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKPV   C 4N RKN4B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKRV   C 4N RKN6B,RKLS81_C0_31H_FF_Tatlow,HDMX,8PROCKETMB,RKLS81,21
A48,H68AGLBV A C 4N RKSHB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLBV A C 4N RKUGB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLBV A C 6N RKSKB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV A C 4N RKUGB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV A C 6N RKSCB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV A C 6N RKSDB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV A C 6N RKUGB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV A C 4N RKSDB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 4N RKQXB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 4N RKSBB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 4N RKSFB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV A C 6N RKSLB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 4N RKQYB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 4N RKSCB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 4N RKSFB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 4N RKSLB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV A C 6N RKQYB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV A C 4N RKSCB,TGRUP3_C1_PRQ_2FACT,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H64AKLAV   Q BF QYHCB,ADLP282_IOTG,HDMX,8PALDERLKMB,ADLP282,21
A48,H64AKLAV   Q BF QYHDB,ADLP282_IOTG,HDMX,8PALDERLKMB,ADLP282,21
A48,H64AKLBV   Q BF QYHEB,ADLP282_IOTG,HDMX,8PALDERLKMB,ADLP282,21
A48,H64AKLJV   Q BF QYHBB,ADLP282_IOTG,HDMX,8PALDERLKMB,ADLP282,21
A48,H64AKLJV   Q BF QYHCB,ADLP282_IOTG,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R 4N Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R 4N Q0F2B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R 4N Q0F7B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R 6N Q0EXB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R 6N Q0F0B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R BF Q0E7B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLFV A R BF Q0F6B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV A R 4N Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV A R 4N Q0F8B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV A R 6N Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV A R 6N Q0F9B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLBV I B 4T RK8RB,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLLV A R 6N Q0EWB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R 6N Q0F2B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R 6N Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLFV I B 4T RK08B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLFV I B 4T RKH6B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 4T RK01B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 4T RK02B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLHV A R BF Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLHV A R BF Q0EWB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLJV A R 4N Q0EQB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLKV I B 4T RK07B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 4T RK0AB,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLQV I B 4T RK07B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLKV A R 4N Q0E8B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 4N Q0EWB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 4N Q0EXB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 4N Q0F4B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 4N Q0F6B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 4N Q0F9B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R 6N Q0E8B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLQV I B 4T RKH6B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLMV I B 4T RK0BB,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLMV A R 4N Q0F2B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLMV A R 6N Q0EZB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLMV A R 6N Q0F1B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLMV A R 6N Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLNV I B 4T RK0BB,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLNV I B 4T RK1FB,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLNV I B 4T RKH4B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLJV A R 4N Q0F3B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLJV A R 4N Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLMV I B 6T RK03B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLMV I B 6T RK05B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLMV I B 6T RKH4B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLMV I B 6T RKLMB,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLNV I B 6T RK02B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLNV I B 6T RK07B,TGLUP3_B9_1FACT_CSO,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLKV A R BF Q0EVB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R BF Q0EYB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R BF Q0EZB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLMV A R 4N Q0EYB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLBV I B 6T RK08B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLBV I B 6T RKH5B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLJV A R 6N Q0F8B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68VXLKV I B 6T RK05B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 6T RK07B,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 6T RK0BB,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H68VXLKV I B 6T RK8SB,TGLUP3_B9_1FACT_CSE,HDMX,8PTGERLAKEMB,TGLUP3,21
A48,H64ABLAV A R 4N Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV A R 6N Q0EXB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV A R 6N Q0EYB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R BF Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLKV A R BF Q0F7B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R 4N Q0EVB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLLV A R 4N Q0EWB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV A R BF Q0EMB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV A R BF Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLAV A R BF Q0F3B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R 6N Q0EMB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R 6N Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68AGLMV B C 6T RKQYB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV B C 6T RKSCB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV B C 6T RKSJB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV B C 6T RKQYB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV B C 6T RKSBB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV B C 6T RKSHB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H64ABLBV A R 6N Q0F3B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R BF Q0E7B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R BF Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R BF Q0F4B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLBV A R BF Q0F5B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLMV   R 4N Q02VB,ADLP282_R_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV   R 4N Q02KB,ADLP282_R_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H68ADNAV A L 4T RLD4B,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H68ADNAV A L 4T RLD5B,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H68ADNLV A L 4T RLCXB,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H68ADNLV A L 4T RLD2B,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H68ADNLV A L 4T RLD6B,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H68ADNLV A L 4T RLD8B,ADL P682 L1 FF HVM,HDMX,8PALDERLKMB,ADLP682,21
A48,H64ABLQV A R BF Q0F3B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV A R BF Q0F4B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLQV A R BF Q0F6B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV A R 4N Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV A R 4N Q0F3B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,P54RXMMV B H 4T QYYQB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMMV B H 4T QYYUB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,H68ABLAV C R 6N RLFPB,ADLP282_R3_PRQ,HDMX,8PALDERLKMB,ADLP282,21
A48,H68ABLFV C R 6N RLFQB,ADLP282_R3_PRQ,HDMX,8PALDERLKMB,ADLP282,21
A48,H68ABLMV C R 6N RLFPB,ADLP282_R3_PRQ,HDMX,8PALDERLKMB,ADLP282,21
A48,H68ABLMV C R 6N RLFQB,ADLP282_R3_PRQ,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV A R 6N Q0E8B,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV A R 6N Q0EMB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,H64ABLSV A R 6N Q0EPB,ADLP282_R1_Stepping,HDMX,8PALDERLKMB,ADLP282,21
A48,P54RXMAV B H 4T QYYPB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMAV B H 4T QYYTB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMAV B H 4T QYYWB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,H68AGLBV C C 4T RKSKB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLBV C C 4T RKUGB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV C C 4T RKQXB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 4T RKSBB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 4T RKSCB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 4T RKSJB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV C C 6T RKSJB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV C C 6T RKSLB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 4T RKUGB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLQV C C 4T RKSLB,TGRUP3_C3_CSE,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV C C 4T RKQYB,TGRUP3_C3_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV B C 4T RKQYB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV B C 4T RKSKB,TGRUP3_C2_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLBV C C 6T RKQXB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV C C 4T RKSLB,TGRUP3_C3_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV C C 4T RKSJB,TGRUP3_C3_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLNV C C 4T RKSLB,TGRUP3_C3_UV,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLFV C C 6T RKSHB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 6T RKSBB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 6T RKSCB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLKV C C 6T RKSDB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,H68AGLMV C C 6T RKQXB,TGRUP3_C3,HDMX,8PTGERLAKEMB,TGRUP3,21
A48,T38TXKAV   C 4N RKN8B,RKLS81_31K_HP_Tatlow_CSO,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 4T RKNDB,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 4T RKNNB,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 4T RKP5B,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKMV   C 4T RKQAB,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKSV   C 4T RKNLB,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKSV   C 4T RKNUB,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38RXKSV   C 4T RKP1B,RKLS81_C0_Client_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKMV   C 4N RKN4B,RKLS81_C0_Tatlow_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKMV   C 4N RKN8B,RKLS81_C0_Tatlow_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
A48,T38TXKSV   C 4N RKN3B,RKLS81_C0_Tatlow_31K_UVUX,HDMX,8PROCKETMB,RKLS81,21
